id,cohort,title,artist_as_listed,acousticness,arrangement_production_era,artist_verified,bpm,bpm_alt,bpm_site2,bpm_site_spotify_derived,bpm_source,chorus_arrival_sec,climax_placement,duration_source,emotion,energy,era_year,feature_confidence,feature_kind,feature_method,feature_provenance_urls,film_status,first_hook_sec,first_vocal_sec,flags,groove,hook_repetitions,intro_length_sec,key,key_mode_conflict_site_vs_sheet,key_site_spotify_derived,language,loudness_db,market,melodic_contour,meter,mode,mode_site_spotify_derived,mode_source,official_upload_date,perceived_pulse_note,release_date_S2,song_duration_sec,structural_timing_note,structure,success_hot100_weeks_at_1_B3,success_india_songs_date_reached_1_BI,success_india_songs_weeks_at_1_BI,success_sources,success_spotify_in_chart_days_SI,success_spotify_in_chart_total_streams_SI,success_spotify_in_days_at_peak_SI,success_spotify_in_peak_day_streams_SI,success_spotify_in_peak_pos_SI,success_spotify_in_top10_days_SI,success_spotify_streams_S2_bn,success_yt_views_K4_exact,success_yt_views_KI_exact,success_yt_views_W1_bn,success_yt_views_WI_bn,success_yt_yesterday_K4,success_yt_yesterday_KI,tempo_change,tessitura,upload_age_days_at_obs,uploader,vocal_range_citation,vocal_range_high_midi,vocal_range_kind,vocal_range_low_midi,vocal_range_measured,vocal_range_semitones,wiki_film,wiki_genre,wiki_key_tempo_quote,wiki_release,wiki_vocal_range_quote
G011,GLOBAL_SUCCESS,Roar,Katy Perry,1.0,,Katy Perry,88.0,"tunebat 429 on 3 attempts; songbpm: ""Can be used double-time at 180 BPM"" (songbpm 90 vs getsongbpm 88); songbpm duration 3:44; getsongbpm time signature 4/4; NOTE songbpm key G minor vs Wikipedia B♭ major (relative keys)",90.0,88.0,spotify_derived_site,,,wikipedia_infobox,,78.0,2013,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://getsongbpm.com/song/roar/VAv7lz;https://songbpm.com/@katy-perry/roar;https://en.wikipedia.org/wiki/Roar_(song),non-film,,,,danceability 56,,,Bb,True,G,,,global,,4/4,major,minor,wikipedia_sheet_music_quote,2013-09-05,half/double-time alternative stated by feature site,,223,,,,,,"W1,K4",,,,,,,,4375219775,,4.3,,650720,,,,4765,,,,,,,,,Power pop,"""Musicnotes published this song in the key of B♭ major in a 4/4 time signature with a moderate"" [sentence truncated in fetched text; BPM value not readable] (ref 11)","August 10, 2013",
G012,GLOBAL_SUCCESS,Dark Horse,Katy Perry ft. Juicy J,1.0,,Katy Perry featuring Juicy J (Wikipedia; songbpm/getsongbpm list Katy Perry only),132.0,"tunebat 429 on 3 attempts; songbpm: ""can also be used half-time at 66 BPM or double-time at 264 BPM""; songbpm duration 3:36; getsongbpm time signature 4/4; NOTE songbpm F♯/G♭ major vs Wikipedia B♭ minor (relative keys)",132.0,132.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,,59.0,2014,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://getsongbpm.com/song/dark-horse/1W6GQZ;https://songbpm.com/@katy-perry/dark-horse;https://en.wikipedia.org/wiki/Dark_Horse_(Katy_Perry_song),non-film,,,,danceability 65,,,Bb,True,F♯/G♭,,,global,,4/4,minor,major,wikipedia_sheet_music_quote,2014-02-20,half/double-time alternative stated by feature site,,215,,,,,,"W1,K4",,,,,,,,4241029862,,4.15,,711422,,,,4597,,Musicnotes.com sheet music (Wikipedia ref 23),73,secondary_estimate (published sheet-music range quoted on Wikipedia; not the recording's measured pitch),58,B♭3-D♭5,15,,"Trap, hip-hop, pop rap, electropop","""written in the key of B♭ minor"" with ""a tempo of 132 beats per minute in half-time style typical of trap music""; chord progression ""G♭ – D♭ – B♭m – B♭m/A♭"" (ref 23)","December 17, 2013","""the vocals range from the low note of B♭3 to the high note of D♭5"" (ref 23)"
G013,GLOBAL_SUCCESS,Perfect,Ed Sheeran,16.0,loudness -6.0 dB; acousticness 16.0,Ed Sheeran,190.0,"songbpm: ""can also be used double-time at 194 BPM""; CAUTION songbpm entry shows duration 3:45 and key G major, which does not match the 4:23 album track (possibly a different version/entry); tunebat 95 BPM is half of Wikipedia's 190 BPM (12/8)",97.0,95.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,valence/happiness 17,45.0,2017,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Perfect-Ed-Sheeran/0tgVpDi06FyKpA1z0VMD4v;https://songbpm.com/@ed-sheeran/perfect;https://en.wikipedia.org/wiki/Perfect_(Ed_Sheeran_song),non-film,,,,danceability 60,,,Ab,False,A♭,,-6.0,global,,4/4,major,major,wikipedia_sheet_music_quote,2017-11-09,half/double-time alternative stated by feature site,2017-03-03,263,,,,,,"W1,K4,S2",,,,,,,4.108,4227599564,,4.14,,830710,,,,3239,,,,,,,,,Pop; soft rock; soft pop,"""The song is written in the key of A♭ major (G major in live performances) with a tempo of 190 beats per minute in 12/8 time (if not using triplets) or 4/4 time (if using triplets)."" (cited: Sheeran, Ed (16 March 2017), Sheet Music on Musicnotes.com)",26 September 2017,
G014,GLOBAL_SUCCESS,Sorry,Justin Bieber,9.0,,Justin Bieber,100.0,"tunebat 429 on 2 attempts; songbpm: ""can also be used double-time at 200 BPM""; songbpm duration 3:18; getsongbpm time signature 4/4; NOTE songbpm C minor vs Wikipedia E♭ major (relative keys)",100.0,100.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,,77.0,2015,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://getsongbpm.com/song/sorry/gp7Dxk;https://songbpm.com/@justin-bieber/sorry;https://en.wikipedia.org/wiki/Sorry_(Justin_Bieber_song),non-film,,,,danceability 61,,,Eb,True,C,,,global,,4/4,major,minor,wikipedia_sheet_music_quote,2015-10-22,half/double-time alternative stated by feature site,,200,,,,,,"W1,K4",,,,,,,,4155388310,,4.09,,537006,,,,3988,,Wikipedia ref [19] (citation text not readable in fetched page),70,secondary_estimate (published sheet-music range quoted on Wikipedia; not the recording's measured pitch),51,E♭3-B♭4,19,,Dancehall pop; dance-pop; tropical house; moombahton; R&B,"""the song is composed in the key of E♭ major with a moderately fast tempo of 100 beats per minute."" (ref 19)","October 23, 2015","""Bieber's vocals range from the note of E♭3 to B♭4."" (ref 19)"
G015,GLOBAL_SUCCESS,Let Her Go,Passenger,39.0,loudness -7.0 dB; acousticness 39.0,Passenger,75.0,"songbpm: ""can also be used double-time at 150 BPM""; getsongbpm (https://getsongbpm.com/song/let-her-go/YvMVv9) lists 152 BPM (double-time), energy 55, danceability 48, acousticness 37, 4/4, 2012, album All the Little Lights",75.0,75.0,spotify_derived_site,,,wikipedia_infobox,valence/happiness 24,54.0,2012,low-medium (single secondary site),secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Let-Her-Go-Passenger/2jyjhRf6DVbMPU5zxagN2h;https://songbpm.com/@passenger/let-her-go;https://en.wikipedia.org/wiki/Let_Her_Go,non-film,,,,danceability 51,,,G,False,G,,-7.0,global,,4/4,major,major,spotify_derived_site,2012-07-25,half/double-time alternative stated by feature site,,252,,,,,,"W1,K4",,,,,,,,4143467300,,4.04,,757751,,,,5172,,,,,,,,,Folk rock; soft rock,,24 July 2012,
G016,GLOBAL_SUCCESS,Girls Like You,Maroon 5 ft. Cardi B,57.0,loudness -7.0 dB; acousticness 57.0,"Maroon 5 featuring Cardi B (Wikipedia; tunebat: Maroon 5, Cardi B)",125.0,"songbpm: ""can also be used half-time at 63 BPM or double-time at 250 BPM"" (Cardi B Version on both sites)",125.0,125.0,spotify_derived_site,,,wikipedia_infobox,valence/happiness 45,54.0,2018,low-medium (single secondary site),secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Girls-Like-You-feat-Cardi-B-Maroon-5-Cardi-B/6V1bu6o1Yo5ZXnsCJU8Ovk;https://songbpm.com/@maroon-5/girls-like-you-feat-cardi-b;https://en.wikipedia.org/wiki/Girls_Like_You,non-film,,,,danceability 78,,,C,False,C,,-7.0,global,,,major,major,spotify_derived_site,2018-05-31,half/double-time alternative stated by feature site,,236,,,,,,"W1,K4",,,,,,,,4081780443,,4.0,,677948,,,,3036,,,,,,,,,Pop; pop rock,,"May 31, 2018",
G017,GLOBAL_SUCCESS,Thinking Out Loud,Ed Sheeran,47.0,loudness -6.0 dB; acousticness 47.0,Ed Sheeran,79.0,"songbpm: ""can also be used double-time at 158 BPM""",79.0,79.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,valence/happiness 59,45.0,,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Thinking-out-Loud-Ed-Sheeran/1Slwb6dOYkBlWal1PGtnNg;https://songbpm.com/@ed-sheeran/thinking-out-loud;https://en.wikipedia.org/wiki/Thinking_Out_Loud,non-film,,,,danceability 78,,,D,False,D,,-6.0,global,,,major,major,wikipedia_sheet_music_quote,,half/double-time alternative stated by feature site,,281,,,,,,K4,,,,,,,,4044000493,,,,541087,,,,,,Wikipedia ref [19] (citation text not readable in fetched page),69,secondary_estimate (published sheet-music range quoted on Wikipedia; not the recording's measured pitch),47,B2-A4,22,,Blue-eyed soul; soft rock,"""The song was composed in the key of D major with a tempo of 79 beats per minute."" (ref 18)",24 September 2014,"""Sheeran's vocals range from B2 to A4."" (ref 19)"
G018,GLOBAL_SUCCESS,Faded,Alan Walker,3.0,loudness -5.0 dB; acousticness 3.0,Alan Walker (vocals: Iselin Solheim per Wikipedia),90.0,no songbpm/getsongbpm page surfaced in search; NOTE tunebat F♯ major vs Wikipedia E♭ minor,,90.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,valence/happiness 17,65.0,,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Faded-Alan-Walker/7gHs73wELdeycvS48JfIos;https://en.wikipedia.org/wiki/Faded_(Alan_Walker_song),non-film,,,,danceability 59,,,Eb,True,F♯,,-5.0,global,,,minor,major,wikipedia_sheet_music_quote,,,,212,,,,,,K4,,,,,,,,4032829375,,,,718563,,,,,,,,,,,,,Electro house; progressive house; melodic house,"""written in the E♭ minor key, with a tempo of 90 beats per minute and a chord progression of E♭m–C♭–G♭–D♭"" (ref 22, Musicnotes.com sheet music)",3 December 2015,
G019,GLOBAL_SUCCESS,Lean On,Major Lazer & DJ Snake feat. MØ,0.0,loudness -3.0 dB; acousticness 0.0,"Major Lazer and DJ Snake featuring MØ (Wikipedia; tunebat: Major Lazer, MØ, DJ Snake)",98.0,"getsongbpm lists 49 BPM (= half-time of 98); getsongbpm energy 81, danceability 73, acousticness 1, 4/4, 2015, album Peace is the Mission; other tunebat URL (2YWjW3wwQIBLNhxWKBQd16) returned 429",49.0,98.0,spotify_derived_site,,,wikipedia_infobox,valence/happiness 27,81.0,,low-medium (single secondary site),secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Lean-On-Major-Lazer-M-DJ-Snake/5wldXGLEOoRXxMWJ8rIUWE;https://getsongbpm.com/song/lean-on/vlOqgn;https://en.wikipedia.org/wiki/Lean_On,non-film,,,,danceability 72,,,G,False,G,,-3.0,global,,4/4,minor,minor,spotify_derived_site,,half/double-time alternative stated by feature site,,177,,,,,,K4,,,,,,,,3969075180,,,,492165,,,,,,,,,,,,,"EDM, electronic, moombahton",,"March 2, 2015",
G020,GLOBAL_SUCCESS,Bailando,"Enrique Iglesias ft. Descemer Bueno, Gente De Zona",4.0,loudness -3.0 dB; acousticness 4.0,"Enrique Iglesias featuring Descemer Bueno and Gente de Zona (Wikipedia; tunebat: Enrique Iglesias, Descemer Bueno, Gente De Zona)",91.0,"tunebat entry is ""Bailando - Spanish Version""; getsongbpm energy 78, danceability 73, acousticness 5, 4/4, 2014, album Sex and Love",91.0,91.0,spotify_derived_site,,,wikipedia_infobox,valence/happiness 96,78.0,,low-medium (single secondary site),secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Bailando-Spanish-Version-Enrique-Iglesias-Descemer-Bueno-Gente-De-Zona/3ntmNfrdEdPMEMcgjsIdm1;https://getsongbpm.com/song/bailando/nx61J7;https://en.wikipedia.org/wiki/Bailando_(Enrique_Iglesias_song),non-film,,,,danceability 70,,,D,False,D,,-3.0,global,,4/4,major,major,spotify_derived_site,,,,243,,,,,,K4,,,,,,,,3888716418,,,,524851,,,,,,,,,,,,,"Latin pop, flamenco, dance",,11 April 2014,
G021,GLOBAL_SUCCESS,Blank Space,Taylor Swift,,,Taylor Swift,96.0,"tunebat 403; songbpm: ""can also be used double-time at 192 BPM""; getsongbpm energy 68, danceability 76, acousticness 9, duration 3:51, 4/4, 2014, album 1989",96.0,96.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,,,,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://songbpm.com/taylor-swift/blank-space;https://getsongbpm.com/song/blank-space/xnM19E;https://en.wikipedia.org/wiki/Blank_Space,non-film,,,,,,,F,False,F,,,global,,4/4,major,major,spotify_derived_site,,half/double-time alternative stated by feature site,,232,"Wikipedia: ""begins with two bars of drum machine beats"" (no time given)",,,,,K4,,,,,,,,3855685525,,,,554285,,,,,,,,,,,,,Electropop,"""Set over a tempo of 96 beats per minute, the track is a minimalist electropop song. It begins with two bars of drum machine beats that evoke hip-hop, accompanied by keyboards playing the musical notes C—F—A—F ostinato."" (ref 26)","November 10, 2014",
G022,GLOBAL_SUCCESS,Baby,Justin Bieber ft. Ludacris,6.0,,Justin Bieber featuring Ludacris (Wikipedia; songbpm/getsongbpm list Justin Bieber only),130.0,"tunebat 429 on 2 attempts; songbpm lists 65 BPM: ""can also be used double-time at 130 BPM"" (getsongbpm 130 = double of songbpm 65); getsongbpm time signature 4/4; NOTE songbpm F minor vs Wikipedia E♭ major",65.0,130.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,,85.0,2010,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://getsongbpm.com/song/baby/Bg7y42;https://songbpm.com/@justin-bieber/baby;https://en.wikipedia.org/wiki/Baby_(Justin_Bieber_song),non-film,,,upload_date_from_W1_progression_table,danceability 66,,,Eb,True,F,,,global,,4/4,major,minor,wikipedia_sheet_music_quote,2010-02-19,half/double-time alternative stated by feature site,,214,,,,,,K4,,,,,,,,3753649230,,,,868476,,,,6059,,"Musicnotes / Alfred Publishing (per fetched summary of refs 8,9)",72,secondary_estimate (published sheet-music range quoted on Wikipedia; not the recording's measured pitch),55,G3-C5,17,,Teen pop,"performed at ""130 BPM and is composed in the key of E♭ major"" (refs 8,9)","January 18, 2010","""Bieber's vocal range spanning from the low-note of G3 to the high-note of C5"" (refs 8,9)"
G023,GLOBAL_SUCCESS,Let It Go,Idina Menzel,56.0,loudness -7.0 dB; acousticness 56.0,Idina Menzel,137.0,"tunebat entry is 'Let It Go - From ""Frozen""/Soundtrack Version'; songbpm: ""can also be used half-time at 69 BPM or double-time at 274 BPM""; songbpm duration 3:42",137.0,137.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,valence/happiness 37,49.0,,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Let-It-Go-From-Frozen-Soundtrack-Version-Idina-Menzel/0qcr5FMsEO85NAQjrlDRKo;https://songbpm.com/@idina-menzel/let-it-go---from-frozen-soundtrack-version;https://en.wikipedia.org/wiki/Let_It_Go,film_soundtrack,,,film_soundtrack,danceability 54,,,Ab,False,A♭,,-7.0,global,,4/4,major,major,wikipedia_sheet_music_quote,,half/double-time alternative stated by feature site,,224,,,,,,K4,,,,,,,,3730983278,,,,557768,,,,,,"Musicnotes.com sheet music (Wikipedia ref 27, cite_note-mn-27)",75,secondary_estimate (published sheet-music range quoted on Wikipedia; not the recording's measured pitch),53,F3-E♭5,22,Frozen (2013),Show tune; pop,"""'Let It Go' is a power ballad in the key of A-flat major overall, but begins in the relative minor (F minor). The song is in quadruple meter, and has a fast tempo of around 137 beats per minute (allegro)."" (ref 27)",January 2014,"""The song's vocal range spans from F3 to E♭5."" (ref 27)"
G024,GLOBAL_SUCCESS,Shake It Off,Taylor Swift,6.0,,Taylor Swift,160.0,"tunebat 429 on 2 attempts; songbpm: ""can also be used half-time at 80 BPM"" (songbpm 160 vs getsongbpm 162); getsongbpm time signature 4/4",160.0,162.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,,79.0,,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://getsongbpm.com/song/shake-it-off/BNZ6QW;https://songbpm.com/@taylor-swift/shake-it-off;https://en.wikipedia.org/wiki/Shake_It_Off,non-film,,,,danceability 65,,,G,False,G,,,global,,4/4,mixolydian,major,wikipedia_sheet_music_quote,,half/double-time alternative stated by feature site,,219,"Wikipedia: bridge runs ""from 2:18 to 2:42"" (refs 21, 27)",,,,,K4,,,,,,,,3729598219,,,,470402,,,,,,,,,,,,,Dance-pop,"""Set over a tempo of 160 beats per minute, the track is a dance-pop song with an uptempo production."" (ref 21); ""composed in G mixolydian – the fifth mode of the C major scale. It follows a ii–IV–I chord progression (Am–C–G)"" (ref 22)","August 18, 2014",
G025,GLOBAL_SUCCESS,Mi Gente,"J Balvin, Willy William",2.0,loudness -5.0 dB; acousticness 2.0,"J Balvin and Willy William (Wikipedia; tunebat: J Balvin, Willy William)",105.0,"songbpm: ""can also be used half-time at 53 BPM or double-time at 210 BPM""",105.0,105.0,wikipedia_sheet_music_quote,,,wikipedia_infobox,valence/happiness 29,70.0,,medium,secondary_estimate,Collector batch G00 (2026-09-22): Spotify-derived features via Tunebat/SongBPM/GetSongBPM + Wikipedia Composition quotes (sheet-music citations). Site keys frequently disagree with sheet music by relative major/minor; sheet-music value preferred when present.,https://tunebat.com/Info/Mi-Gente-J-Balvin-Willy-William/7COfe3P7KgfwDwIRB8LIDw;https://songbpm.com/@j-balvin/mi-gente;https://en.wikipedia.org/wiki/Mi_Gente,non-film,,,,danceability 55,,,B,False,B,,-5.0,global,,,minor,minor,spotify_derived_site,,half/double-time alternative stated by feature site,,189,,,,,,K4,,,,,,,,3709333381,,,,604296,,,,,,,,,,,,,Moombahton; reggaeton; dancehall,"""At 105 BPM, it is an uptempo moombahton song about ignoring barriers and just having fun while partying.""",30 June 2017,
G026,GLOBAL_SUCCESS,We Don't Talk Anymore,Charlie Puth feat. Selena Gomez,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3603042834,,,,743124,,,,,,,,,,,,,,,,
G027,GLOBAL_SUCCESS,Closer,The Chainsmokers ft. Halsey,,,,,,,,,,,,,,2016,,,,,non-film,,,K4_row_is_lyric_video,,,,,,,,,global,,,,,,,,2016-07-29,,,,,,,"K4,S2",,,,,,,3.877,3459967793,,,,670239,,,,,,,,,,,,,,,,
G028,GLOBAL_SUCCESS,New Rules,Dua Lipa,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3329312681,,,,511365,,,,,,,,,,,,,,,,
G029,GLOBAL_SUCCESS,The Lazy Song,Bruno Mars,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3297190489,,,,857806,,,,,,,,,,,,,,,,
G030,GLOBAL_SUCCESS,Hello,Adele,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3279315500,,,,216909,,,,,,,,,,,,,,,,
G031,GLOBAL_SUCCESS,Stressed Out,twenty one pilots,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3264883079,,,,560757,,,,,,,,,,,,,,,,
G032,GLOBAL_SUCCESS,Chantaje,Shakira ft. Maluma,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3218755741,,,,470377,,,,,,,,,,,,,,,,
G033,GLOBAL_SUCCESS,Rockabye,Clean Bandit feat. Sean Paul & Anne-Marie,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3218234087,,,,307158,,,,,,,,,,,,,,,,
G034,GLOBAL_SUCCESS,Con Calma,Daddy Yankee & Snow,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3217548577,,,,552574,,,,,,,,,,,,,,,,
G035,GLOBAL_SUCCESS,Love The Way You Lie,Eminem ft. Rihanna,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3195160694,,,,752214,,,,,,,,,,,,,,,,
G036,GLOBAL_SUCCESS,Calma (Remix),"Pedro Capó, Farruko",,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3183146695,,,,457019,,,,,,,,,,,,,,,,
G037,GLOBAL_SUCCESS,Sunflower,"Post Malone, Swae Lee",,,,,,,,,,,,,,2018,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2018-10-18,,,,,,,"K4,S2",,,,,,,4.456,3135691918,,,,2254050,,,,,,,,,,,,,,,,
G038,GLOBAL_SUCCESS,Work from Home,Fifth Harmony ft. Ty Dolla $ign,,,,,,,,,,,,,,,,,,,non-film,,,,,,,,,,,,global,,,,,,,,,,,,,,,K4,,,,,,,,3115587644,,,,423962,,,,,,,,,,,,,,,,
G039,GLOBAL_SUCCESS,Blinding Lights,The Weeknd,,,,,,,,,,,,,,2019,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2019-11-29,,,,,,,S2,,,,,,,5.588,,,,,,,,,,,,,,,,,,,,,
G040,GLOBAL_SUCCESS,Sweater Weather,The Neighbourhood,,,,,,,,,,,,,,2012,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2012-12-03,,,,,,,S2,,,,,,,4.874,,,,,,,,,,,,,,,,,,,,,
G041,GLOBAL_SUCCESS,Starboy,The Weeknd and Daft Punk,,,,,,,,,,,,,,2016,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2016-09-21,,,,,,,S2,,,,,,,4.753,,,,,,,,,,,,,,,,,,,,,
G042,GLOBAL_SUCCESS,As It Was,Harry Styles,,,,,,,,,,,,,,2022,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2022-04-01,,,,15,,,"S2,B3",,,,,,,4.622,,,,,,,,,,,,,,,,,,,,,
G043,GLOBAL_SUCCESS,One Dance,"Drake, Wizkid, Kyla",,,,,,,,,,,,,,2016,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2016-04-05,,,,,,,S2,,,,,,,4.463,,,,,,,,,,,,,,,,,,,,,
G044,GLOBAL_SUCCESS,Someone You Loved,Lewis Capaldi,,,,,,,,,,,,,,2018,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2018-11-08,,,,,,,S2,,,,,,,4.435,,,,,,,,,,,,,,,,,,,,,
G045,GLOBAL_SUCCESS,Stay,The Kid Laroi and Justin Bieber,,,,,,,,,,,,,,2021,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2021-07-27,,,,,,,S2,,,,,,,4.073,,,,,,,,,,,,,,,,,,,,,
G046,GLOBAL_SUCCESS,I Wanna Be Yours,Arctic Monkeys,,,,,,,,,,,,,,2013,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2013-09-09,,,,,,,S2,,,,,,,3.995,,,,,,,,,,,,,,,,,,,,,
G047,GLOBAL_SUCCESS,Die With A Smile,Lady Gaga and Bruno Mars,,,,,,,,,,,,,,2024,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2024-08-16,,,,,,,S2,,,,,,,3.98,,,,,,,,,,,,,,,,,,,,,
G048,GLOBAL_SUCCESS,Birds of a Feather,Billie Eilish,,,,,,,,,,,,,,2024,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2024-05-17,,,,,,,S2,,,,,,,3.977,,,,,,,,,,,,,,,,,,,,,
G049,GLOBAL_SUCCESS,Yellow,Coldplay,,,,,,,,,,,,,,2000,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2000-06-26,,,,,,,S2,,,,,,,3.973,,,,,,,,,,,,,,,,,,,,,
G050,GLOBAL_SUCCESS,Believer,Imagine Dragons,,,,,,,,,,,,,,2017,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2017-02-01,,,,,,,S2,,,,,,,3.959,,,,,,,,,,,,,,,,,,,,,
G051,GLOBAL_SUCCESS,The Night We Met,Lord Huron,,,,,,,,,,,,,,2015,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2015-04-07,,,,,,,S2,,,,,,,3.927,,,,,,,,,,,,,,,,,,,,,
G052,GLOBAL_SUCCESS,Heat Waves,Glass Animals,,,,,,,,,,,,,,2020,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2020-06-29,,,,,,,S2,,,,,,,3.927,,,,,,,,,,,,,,,,,,,,,
G053,GLOBAL_SUCCESS,Riptide,Vance Joy,,,,,,,,,,,,,,2013,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2013-05-21,,,,,,,S2,,,,,,,3.906,,,,,,,,,,,,,,,,,,,,,
G054,GLOBAL_SUCCESS,Lovely,Billie Eilish and Khalid,,,,,,,,,,,,,,2018,,,,,non-film,,,,,,,,,,,,global,,,,,,,,2018-04-19,,,,,,,S2,,,,,,,3.875,,,,,,,,,,,,,,,,,,,,,
